"probe","logFC","AveExpr","t","P.Value","adj.P.Val"
"1427682_a_at",3.26977411277187,3.82062446450661,8.31517759168739,1.32316266289493e-09,6.48651731078522e-07
"1419024_at",1.35018532806965,10.3387822406363,8.28915328603644,1.42036808769754e-09,6.8881743143276e-07
"1442014_at",2.58416528074511,8.27363164801818,8.27658385573718,1.46988732193286e-09,7.04041096607792e-07
"1452161_at",1.97365061399085,7.42890497189172,8.27333235538688,1.48298051435091e-09,7.04041096607792e-07
"1457486_at",-1.19545946366004,5.93937680082747,-8.20617488020623,1.78160001167801e-09,8.36999397153018e-07
"1452160_at",2.12598603431191,8.09716997256549,8.18764370939562,1.87429430804825e-09,8.66023616058857e-07
"1449322_at",1.00774694451324,11.6486059629764,8.18408364972114,1.89265581318799e-09,8.66023616058857e-07
"1425965_at",1.87012481626933,6.4567126445346,8.18248022743742,1.9009852994352e-09,8.66023616058857e-07
"1450716_at",1.66001507567153,8.13605996492369,8.15565882189209,2.04597578245327e-09,9.15390506487637e-07
"1418571_at",2.57577356389245,9.01912782798722,8.15495252841107,2.04994215550102e-09,9.15390506487637e-07
"1439342_at",-1.2162833302149,8.29648803891851,-8.1380791342917,2.14705822579319e-09,9.49357578838222e-07
"1416701_at",1.60183904843369,8.20042944353505,8.11681567036782,2.27613301374157e-09,9.96658981094741e-07
"1431175_at",-1.03292361356102,7.53533328312501,-8.08680251211378,2.47186593077235e-09,1.06174881279775e-06
"1416505_at",2.64515301991659,8.45792634939609,8.05713826543299,2.68214505657788e-09,1.14120211506339e-06
"1435711_at",-1.17269632518767,6.32544658803945,-8.03124735480679,2.88049479109545e-09,1.18827620094333e-06
"1451264_at",1.45604110203599,6.37200899207741,8.02902868130917,2.89817037546321e-09,1.18827620094333e-06
"1417406_at",1.42556254159747,7.69224235816413,8.00585364582848,3.08951939453414e-09,1.25531904696292e-06
"1416085_s_at",1.4613034121039,11.7236871489307,7.98095660939,3.30942315962658e-09,1.33266333859213e-06
"1455679_at",1.87849211995886,5.81078633773963,7.96560890987677,3.45283866795298e-09,1.37811041383493e-06
"1447121_at",-1.66700982880224,6.43071044073289,-7.93843118262595,3.72247175925218e-09,1.47269472643888e-06
"1452418_at",1.190010731041,11.3241591595247,7.89283464585306,4.22379640093168e-09,1.64221932308982e-06
"1447685_x_at",2.57290560396383,5.71607781101438,7.88191866551219,4.35366754480518e-09,1.67824581143811e-06
"1419254_at",1.72718916968973,5.88756293502308,7.85915593982369,4.63768102749366e-09,1.7430337668416e-06
"1417013_at",1.30000203963967,11.3857230167237,7.84658588586162,4.80250959863909e-09,1.77539332301821e-06
"1429758_at",1.42021385932911,8.82743777205661,7.81265722600074,5.27773469293296e-09,1.91960574504814e-06
"1450971_at",1.27108199455793,8.66345187695333,7.80230797387373,5.43199136909602e-09,1.95313396700378e-06
"1451160_s_at",1.55243202418219,7.37689339244175,7.80068931367448,5.45652823313177e-09,1.95313396700378e-06
"1429792_at",1.77328537020796,6.85323259404328,7.75326833111241,6.2275599420609e-09,2.21156835391251e-06
"1417268_at",2.20126306069294,8.52813526077478,7.72479406077216,6.74278374657462e-09,2.35741309887025e-06
"1451206_s_at",1.82966048417616,5.97476416712068,7.69494376402088,7.32946307862388e-09,2.5428162639155e-06
"1448325_at",1.3669552243605,8.84347455133893,7.68866734146187,7.45926855358624e-09,2.56809519874269e-06
"1418255_s_at",1.0884826419279,6.56913687745247,7.67207825857834,7.81369897697868e-09,2.66973967849027e-06
"1457404_at",2.23949228028114,7.39841976001867,7.62518218603736,8.9109083329195e-09,2.99918564718659e-06
"1440220_at",-1.17926239867946,5.94681634613369,-7.61829676746223,9.08467813367003e-09,3.03502272967891e-06
"1428864_at",2.66080589470712,6.65897046012974,7.59424900430943,9.71900485151058e-09,3.2230649838822e-06
"1437199_at",2.75074044438492,6.02358708286232,7.47268419725995,1.36844169591735e-08,4.40843492339774e-06
"1416755_at",2.54450684640812,10.2990923326342,7.44507600011405,1.47935864744957e-08,4.69863058863544e-06
