probe,gene_symbol
1429323_at,LOC102638538///LOC102638110///LOC102637138///LOC102632113///LOC101055754///Gm21560///Gm21103///Gm3173///Gm38418///Gm3739///Gm16434///Gm3696///Gm3685///Gm3667///Gm3194///Gm3594///Gm3558///Gm10408///Gm10413///Gm3488///Gm3476///Gm3500///Gm3460///Gm3453///Gm3424///Gm3383///Gm3269///Gm3264///Gm3252///Gm3248///Gm3239///Gm3182///Gm3159///Gm3149///Gm3127///Gm3115///Gm3095///Gm3047///Gm3043///Gm3029///Gm3005///Gm3002///Gm10340///Gm2897///Gm2888///Gm2237///Gm10406///Gm3373///Gm9602///Gm8362///Gm8279///Gm8246///Gm8159///Gm7876///Gm6676///Gm6337///Gm5797///Gm5796///Gm5795///Gm5458///4930555G01Rik///Hn1l
1429324_at,Shcbp1l
1429325_at,Poc1b
1429326_at,Cenpl
1429327_at,Nemf
1429328_at,Nsfl1c
1429329_at,Cox10
1429330_at,Gabra4
1429331_at,4632427E13Rik
1429332_at,4632427E13Rik
1429333_at,Kif2b
1429334_at,Lyg1
1429335_at,Snapc1
1429336_at,Tmem87b
1429337_at,Tmem87b
1429338_a_at,Nol9
1429339_a_at,Acad10
1429340_at,Hrasls5
1429341_at,Oaz3
1429342_s_at,Bpifa5
1429343_at,Rbmxl2
1429344_at,9130022E09
1429345_at,Tubgcp4
1429346_a_at,Cep72
1429347_at,Bcl2l14
1429348_at,Sema3c
1429349_at,Hmgb4
1429350_at,Eid3
1429351_at,Klhl24
1429352_at,Mocos
1429353_a_at,Tmbim7
1429354_at,Them5
1429355_at,Tekt5
1429356_s_at,Ggps1
1429357_at,Fam135a
1429358_at,Fam135a
1429359_s_at,Rbpms
1429360_at,Klf3
1429361_at,Pmch
1429362_a_at,Sf3b2
1429363_at,Vps37a
1429364_at,4930579G24Rik
1429365_at,Mroh4
1429366_at,Lrrc34
1429367_at,Wipi2
1429368_at,Lrig3
1429369_at,Tnpo3
1429370_a_at,Psmd11
1429371_at,Zfp788
1429372_at,Sox11
1429373_x_at,Crtc2
1429374_at,Cypt12
1429375_at,Anapc10
1429376_s_at,Anapc10
1429377_at,Khdc3
1429378_x_at,AY761184
1429379_at,Lyve1
1429380_at,Rgs12
1429381_x_at,Igha///Igh-VJ558
1429382_at,Tomm40l
1429383_at,Csnk1g3
1429384_at,Csnk1g3
1429385_at,Dcaf7
1429386_at,Dcaf7
1429387_at,Grap
1429388_at,Nanog
1429389_at,Setmar
1429390_at,Pxylp1
1429391_at,Pxylp1
1429392_at,Dcaf12
1429393_at,Dcaf12
1429394_at,A130010J15Rik
1429395_at,Gstcd
1429396_at,Atg16l2
1429397_a_at,Fam71d
1429398_at,Hoxa3
1429399_at,Rnf125
1429400_at,Clcn5
1429401_at,Stox2
1429402_at,Glt8d2
1429403_x_at,Glt8d2
1429404_at,Sapcd2
1429405_at,Sapcd2
1429406_at,Slco6c1
1429407_at,Pex11g
1429408_at,Tbc1d21
1429409_at,Nlrp14
1429410_at,Eny2
1429411_a_at,Eny2
1429412_at,Eny2
1429413_at,Cpm
1429414_at,D7Ertd443e
1429415_at,Zmynd8
1429416_at,Ttc9b
1429417_at,Chsy3
1429418_at,Cdc14b
1429419_at,Riiad1
1429420_at,4931414P19Rik
1429421_at,Accs
1429422_at,4933412E12Rik
1429423_at,4930518I15Rik
1429424_at,Cst13
1429425_at,Rnf139
1429426_at,Rnf139
1429427_s_at,Tcf7l2
1429428_at,Tcf7l2
1429429_s_at,Pcmtd1
1429430_at,Pcmtd1
1429431_at,Ikzf5
1429432_at,Prrc2c
1429433_at,Prrc2c
1429434_at,Pik3ca
1429435_x_at,Pik3ca
1429436_at,Prpf40a
1429437_at,Prpf40a
1429438_at,Bcor
1429439_at,Ercc8
1429440_at,1810041L15Rik
1429441_at,Fbxo30
1429442_at,Rpusd2
1429443_at,Cpne4
1429444_at,Rasl11a
1429445_at,Efcab3
1429446_at,Nemf
1429447_at,Evc2
1429448_s_at,Tet1
1429449_at,Samd4
1429450_at,Fam217a
1429451_at,2610301B20Rik
1429452_x_at,Pisd-ps3
1429453_a_at,Mrpl55
1429454_at,Gapvd1
1429455_at,Gapvd1
1429456_a_at,Polr3e
1429457_at,Psapl1
1429458_at,Carnmt1
1429459_at,Sema3d
1429460_at,Adgrf4
1429461_at,Ints2
1429462_at,Slc25a32
1429463_at,Prkaa2
1429464_at,Prkaa2
1429465_at,Scp2d1
1429466_s_at,Aph1b///Aph1c
1429467_s_at,Slc26a3
1429468_at,Dnajb14///1110018F16Rik
1429469_at,A930013F10Rik
1429470_at,Spdya
1429471_at,1110017D15Rik
1429472_at,4921525O09Rik
1429473_at,Zfp869
1429474_at,Ptgr2
1429475_at,Ubash3b
1429476_s_at,Dnaja2
1429477_at,Ncaph2
1429478_at,Bora
1429479_at,Magef1
1429480_at,Ddi1
1429481_at,Nck2
1429482_at,1700003H04Rik
1429483_at,Calcoco2
1429484_at,1110002L01Rik
1429485_a_at,Utp11l
1429486_at,Pfkfb2
1429487_at,Ppp1r12a
1429488_at,Zdhhc21
1429489_at,Rexo1
1429490_at,Rif1
1429491_s_at,Rif1
1429492_x_at,Ptdss2
1429493_at,Mettl4
1429494_at,Trim35
1429495_at,Tmem107
1429496_x_at,2300002M23Rik
1429497_s_at,Snx6
1429499_at,Fbxo5
1429500_at,Ppm1a
1429501_s_at,Ppm1a
1429502_at,Hspa13
1429503_at,Fam69a
1429504_at,Rnpc3///Amy1
1429505_at,Nbeal1
1429506_at,Nkd1
1429507_at,Nkd1
1429508_at,2310057M21Rik
1429509_at,Lsm12
1429510_at,2810410L24Rik
1429511_at,4933402E13Rik
1429512_at,Zpbp2
1429513_at,1700019M22Rik
1429514_at,Plpp3
1429515_at,Ubr2
1429516_at,Ubr2
1429517_at,Rbsn
1429518_at,Faim2
1429519_at,Fpgt
1429520_a_at,Acer3
1429521_at,Alkbh8
1429522_at,Ankrd42
1429523_a_at,Slc39a5
1429524_at,Myo1f
1429525_s_at,Myo1f
1429526_at,Brd8
1429527_a_at,Plscr1
1429528_at,Rae1
1429529_at,Tsen54
1429530_a_at,Smpd4
1429531_at,Smpd4
1429532_at,Morc2a
1429533_at,Immt
1429534_a_at,Immt
1429535_at,Armc8
1429536_at,Fam83g
1429537_at,Pnisr
1429538_a_at,Pnisr
1429539_at,Bcl2l13
1429540_at,Cnfn
1429541_at,Zfp777
1429542_at,1700007B14Rik
1429543_at,6230424C14Rik
1429544_at,Fam209
1429545_at,Ube2i
1429546_at,4930423K06Rik
1429547_at,4930578I06Rik
1429548_at,Tex22
1429549_at,Col27a1
1429550_at,Entpd8
1429551_at,Nupr1l
1429552_at,Cfap52
1429553_at,Cilp2
1429554_at,Sdccag3
1429555_at,Cldnd1
1429556_at,Tead1
1429557_at,Mcm8
1429558_a_at,Larp7
1429559_at,Gnaq
1429560_at,Zfp955b
1429561_at,Brf2
1429562_at,Sp110
1429563_x_at,Sp110
1429564_at,Pcgf5
1429565_s_at,Lce1m
1429566_a_at,Hipk2
1429567_at,Rassf10
1429568_x_at,Ube2f
1429569_a_at,Cep112
1429570_at,Mlkl
1429571_a_at,Spaca1
1429572_at,Nsun7
1429573_at,Dmrtc1a
1429574_at,Clic3
1429575_at,Copg1
1429576_at,Ms4a13
1429577_at,Iqcf4
1429578_at,Prss52
1429579_at,Gucy1a2
1429580_x_at,Spata24
1429581_at,Acad9
1429582_at,Nacc2
1429583_at,Pet100
1429584_at,Mynn
1429585_s_at,Mynn
1429586_at,4930558N01Rik
1429587_at,Rbm34
1429588_at,2810474O19Rik
1429589_at,Gad2
1429590_at,Tacc1
1429591_at,Tacc1
1429592_at,Lhfpl3
1429593_at,Slc38a2
1429594_at,Slc38a2
1429595_at,2700049A03Rik
1429596_at,Slc7a6os
1429597_at,Dppa4
1429598_at,Perm1
1429599_a_at,Mthfd2l
1429600_at,Mthfd2l
1429601_x_at,Mthfd2l
1429602_at,Cd164l2
1429603_at,Atat1
1429604_at,1810011H11Rik
1429605_at,Ankrd7
1429606_at,Ublcp1
1429607_at,Trak2
1429608_at,Adh6a
1429609_at,Adora3
1429610_a_at,Zfp511
1429611_at,1700034E13Rik
1429612_at,Eml4
1429613_at,Dusp28
1429614_at,Prpf18
1429615_at,Zfp91
1429616_at,Zfp91
1429617_at,Cyld
1429618_at,Cyld
1429619_a_at,Mgme1
1429620_at,Mgme1
1429621_at,Cand2
1429622_at,Cand2
1429623_at,Zfp644
1429624_at,Sltm
1429625_at,2900054C01Rik
1429626_at,Sftpa1
1429627_at,Ppil3
1429628_at,Soga3
1429629_at,Ezh1
1429630_at,Ezh1
1429631_at,Sirt6
1429632_at,Trappc4
1429633_at,Lcor
1429634_at,Zfp580
1429635_at,Ccdc89
1429636_at,Gm5941///1700010D01Rik
1429637_at,Fam198b
1429638_at,Wrnip1
1429639_at,Gpcpd1
1429640_at,1700025F22Rik
1429641_x_at,Lce3b
1429642_at,Zfand4
1429643_a_at,Pde1c
1429644_at,1700011I03Rik
1429645_at,1700017G19Rik
1429646_at,Prss46
1429647_at,Prss56
1429648_at,Slc35a3
1429649_at,Slc35a3
1429650_at,Stk40
1429651_at,Phactr3
1429652_at,Prrc1
1429653_at,Gse1
1429654_at,Dppa2
1429655_at,Nudcd1
1429656_at,Rhobtb1
1429657_at,Zfand5
1429658_a_at,Smc2
1429659_at,Smc2
1429660_s_at,Smc2
1429661_at,Rhobtb3
1429662_at,Spata1
1429663_at,Katnal2
1429664_at,Cdkl1
1429665_at,Haus6
1429666_at,Kctd16
1429667_at,Pou4f1
1429668_at,Pou4f1
1429669_at,4930488L21Rik
1429670_a_at,Cep97
1429671_at,Zbed5
1429672_at,5830407E08Rik
1429673_at,5830407E08Rik
1429674_at,1700113H08Rik
1429675_at,Smco2
1429677_at,1700056E22Rik
1429678_at,5730508B09Rik
1429679_at,Lrrc17
1429680_at,Tra2a
1429681_a_at,Tecr
1429682_at,Fam46c
1429683_at,Ttpal
1429684_at,Ttpal
1429685_at,Gabrb2
1429686_at,Polr3f
1429687_at,Cox7b2
1429688_at,Arntl2
1429689_at,Prdm10///4932433N03Rik
1429690_at,Zfp946
1429691_at,Ptprg
1429692_s_at,Gch1
1429693_at,Dab2
1429694_at,4930402H24Rik
1429695_at,Izumo1
1429696_at,Adgra1
1429697_at,Izumo2
1429698_at,Mterf1a
1429699_at,Oxsm
1429700_at,3110040M04Rik
1429701_at,Mageb16
1429702_at,2900072G11Rik
1429703_at,2900072G11Rik
1429704_at,Lrp2bp
1429705_at,Spaca4
1429706_at,Iqcf5
1429707_at,Plaa
1429708_at,Gm4943///Ndufa11
1429709_at,Pmpcb
1429710_at,Styx
1429711_at,Styx
1429712_at,Zfp965///Gm14440///Zfp967///Zfp966///Zfp971///Zfp973///Gm14288
1429713_at,Sumf2
1429714_at,Sumf2
1429715_at,Ppp2r2a
1429716_at,Zcchc4
1429717_at,Ipo11
1429718_at,Slitrk5
1429719_at,Foxp4
1429720_at,Naa35
1429721_s_at,Eqtn
1429722_at,Zbtb4
1429723_at,Spryd7
1429724_at,Prpf4
1429725_at,Zfhx3
1429726_at,Slc16a9
1429727_at,Slc16a9
1429728_at,Gin1
1429729_at,1500004A13Rik
1429730_at,1810009N02Rik
1429731_at,6530403G13Rik
1429732_at,Ppp1r1c
1429733_at,Ccdc94
1429734_at,Ddias
1429735_at,Qk
1429736_at,Qk
1429737_a_at,Crls1
1429738_at,Myt1l
1429739_a_at,Patz1
1429740_at,Ttc7
1429741_at,Kcnv1
1429742_at,Rcbtb2
1429743_at,6720468P15Rik
1429744_at,Cabs1
1429745_at,DXBay18///Gm14685///Gm5936///Gm5640///Gm5639
1429746_at,Efcab9
1429747_at,1700009N14Rik
1429748_at,Cahm
1429749_at,Sfmbt1
1429750_at,Minpp1
1429751_at,Zswim2
1429752_x_at,Clip4
1429753_at,Nxph4
1429754_a_at,4933406F09Rik
1429755_a_at,4933406F09Rik
1429756_at,4931428F04Rik
1429757_at,Spaca7
1429758_at,1700017B05Rik
1429759_at,Rps6ka6
1429760_at,Rps6ka6
1429761_at,Rtn1
1429762_a_at,Bbs5
1429763_at,Cnih4
1429764_at,Fam101b
1429765_at,Fam101b
1429766_at,2810013P06Rik
1429767_at,2810013P06Rik
1429768_at,Dtna
1429769_at,Pggt1b
1429770_at,Pggt1b
1429771_at,3110073H01Rik
1429772_at,Plxna2
1429773_at,Dnajc22
1429774_a_at,Fam175a
1429775_a_at,Gpr137b-ps///Gpr137b
1429776_a_at,Dnajb6
1429777_at,Dnajb6
1429778_at,Optn
1429779_at,Ago4
1429780_at,Ccdc39
1429781_s_at,Ccdc39
1429782_at,Grcc10
1429783_at,Pdlim5
1429784_at,Mapk1ip1l
1429785_at,5830458C19Rik
1429786_a_at,Zwint
1429787_x_at,Zwint
1429788_at,Actrt3
1429789_at,Actrt3
1429790_at,Celf6
1429791_at,A930004D18Rik
1429792_at,Btbd19
1429793_at,Fthl17a
1429794_a_at,P2rx1
1429795_at,1700001L05Rik
1429796_at,Kalrn
1429797_at,Atl3
1429798_s_at,Cmtm5
1429799_at,Zfp606
1429800_at,Zfp526///9130221H12Rik
1429801_at,Fam219a
1429802_at,Hsd17b14
1429803_at,1700021F07Rik
1429804_at,Slc22a16
1429805_at,Myo1a
1429806_at,Eral1
1429807_at,Izumo3
1429808_at,Cfap57
1429809_at,Tmtc2
1429810_at,Rictor
1429811_at,Asun
1429812_at,Aunip
1429815_at,Armc3
1429816_at,Armc3
1429817_at,Sohlh2
1429818_at,Prr23a3
1429819_at,Nmnat1
1429820_at,Sgsm1
1429821_at,Proser1
1429822_at,4633401B06Rik
1429823_at,Sgcg
1429824_at,4930550C14Rik
1429825_at,Tmem225
1429826_at,Prl7b1
1429827_at,1700010B08Rik
1429828_at,1700024P04Rik
1429829_at,9530003J23Rik
1429830_a_at,Cd59a
1429831_at,Pik3ap1
1429832_at,Gm17748///Ppih
1429833_at,Ly6g6e
1429834_a_at,Vps51
1429835_at,Pinlyp
1429836_at,Uggt2
1429837_at,1700016D18Rik
1429838_at,Spag16
1429839_a_at,Yaf2
1429840_at,Carlr
1429841_at,Megf10
1429842_at,Mdh1b
1429843_at,Grrp1
1429844_at,Upk3bl
1429845_at,Cfap157
1429846_at,9030411K21Rik
1429847_a_at,Dcaf17
1429848_at,Pvr
1429849_at,Kansl3
1429850_x_at,Alkbh4
1429851_at,Cfap206
1429852_at,Ccdc57
1429853_at,1700018C11Rik
1429854_at,2900092C05Rik
1429855_at,Ppp1r2-ps7
1429856_at,Tspan18
1429857_at,2900092D14Rik///Pou3f3
1429858_at,1700011E24Rik
1429859_a_at,Arl2bp
1429860_at,Ticrr
1429861_at,Pcdh9
1429862_at,Pla2g4e
1429863_at,Lonrf3
1429864_at,Spatc1
1429865_at,Fancd2os
1429866_at,Ahnak
1429867_at,4933424C08Rik
1429868_at,1700020N01Rik
1429869_at,Cfap57
1429870_at,Tnik
1429871_at,Hmmr
1429872_at,Prss51
1429873_at,1700125H20Rik
1429874_at,Spata17
1429875_at,1700034J05Rik
1429876_at,Supt7l
1429877_at,Lrriq3
1429878_a_at,Nupl1
1429879_at,0610037L13Rik
1429880_at,4921531C22Rik
1429881_at,Arhgap15
1429882_at,2610005L07Rik
1429883_at,Actl6a
1429884_at,Srgap2
1429885_at,4930431P19Rik
1429886_at,Ltn1
1429887_at,Nos1
1429888_a_at,Hspb2
1429889_at,Fcmr
1429890_at,A930007D18Rik
1429891_at,Capsl
1429892_at,Plac8l1
1429893_at,Il17rd
1429894_a_at,Map7
1429895_at,Mdrl
1429896_at,5830408B19Rik
1429897_a_at,D16Ertd472e
1429898_at,Ostc
1429899_at,5730414N17Rik
1429900_at,5330406M23Rik
1429901_at,Nkain2
1429902_at,5830443J22Rik
1429903_at,Dpf2
1429904_at,4930507A01Rik
1429905_at,Lhx9
1429907_at,1700094D03Rik
1429908_at,Snrnp48
1429909_at,Prr5l
1429910_at,March5
1429911_at,Mcph1
1429912_at,Sun5
1429913_at,Kcnk16
1429914_at,Epc1
1429915_at,4930426L09Rik
1429916_at,9530077C05Rik
1429917_at,9030625N01Rik
1429918_at,Arhgap20
1429919_at,Ankrd36
1429920_at,Lmntd1
1429921_at,9530068E07Rik
1429922_at,Gm13629
1429923_x_at,Spata3
1429924_at,1700019O17Rik
1429925_at,Clec12b
1429926_at,Apool
1429927_at,5830409B07Rik
1429928_at,Ctag2
1429929_at,Mei1
1429930_at,Cfap45
1429931_at,4930553P18Rik
1429932_at,4930566F21Rik
1429933_at,Agtpbp1
1429934_at,4930502E18Rik
1429935_at,Lcn12
1429936_at,Pih1d2
1429937_at,Utp23
1429938_at,Tmem178b///A930009E05Rik
1429939_at,Ppp6r3
1429940_at,Cdc73
1429941_at,Slc10a7
1429942_at,Gmeb1
1429943_at,Ctbs
1429944_at,Tchhl1
1429945_at,Klhl35
1429946_at,Ccdc141
1429947_a_at,Zbp1
1429948_x_at,Crygf
1429949_at,Fam160a2
1429950_at,Unc5cl
1429951_at,Ssbp2
1429952_at,Mospd4
1429953_at,2210011C24Rik
1429954_at,Clec4a3
1429955_at,5031434O11Rik
1429956_at,Tbata
1429957_at,Krtap26-1
1429958_x_at,Haghl
1429959_at,Il10rb
1429960_at,4930438A08Rik
1429961_at,Tsacc
1429962_at,Cebpz
1429963_at,Mapk6
1429965_at,Lonrf2
1429966_at,Abhd18
1429967_at,2600002B07Rik
1429968_at,Jkamp
1429969_at,4833403J16Rik
1429970_at,Spaca3
1429971_at,Txnrd2
1429972_s_at,Txnrd2
1429973_at,Lrrc63
1429974_at,Tbx18
1429975_at,Prss54
1429976_at,Clasp2
1429977_at,9030425L15Rik
1429978_at,Amn1
1429979_a_at,Slc38a10
1429980_x_at,Slc38a10
1429981_a_at,Rimklb
1429982_at,Rimklb
1429983_at,2010002M09Rik
1429984_at,Fra10ac1
1429985_at,Cpeb1os1
1429986_at,Gpr173
1429987_at,Cemip
1429988_at,Zfp235
1429989_at,Smim23
1429990_at,Hyal4
1429991_at,Fezf1
1429992_at,Speer4b
1429993_s_at,Gm10471///Gm7347///Gm5862///Speer4b
1429994_s_at,Cyp2c65
1429995_at,Prss44
1429996_at,6330417A16Rik
1429997_at,4832441B07Rik
1429998_at,Trim23
1429999_at,Tlk2
1430000_at,B230117O15Rik
1430001_at,Il31
1430002_at,Iqcf1
1430003_at,6330412A17Rik
1430004_s_at,Wdr20rt
1430005_a_at,Batf2
1430006_x_at,1700024B05Rik///Gm7995
1430007_a_at,Cabyr
1430008_x_at,Speer5-ps1
1430009_at,Hsfy2
1430010_at,Ncapd2
1430011_at,2610317O13Rik
1430012_at,Fendrr
1430013_at,2210008F06Rik
1430014_at,5430419D17Rik
1430015_at,Pxt1
1430016_at,4930584F24Rik
1430017_at,Lmntd2
1430018_at,Cdc42ep5
1430019_a_at,Gm10052///Gm5803///Gm5643///Hnrnpa1
1430020_x_at,Gm10052///Gm5803///Gm5643///Hnrnpa1
1430021_a_at,Sae1
1430022_at,Sae1
1430023_at,Spata24
1430024_at,Yipf6
1430025_at,Ppp3cc
1430026_at,Hspa13
1430027_at,1810028F09Rik
1430028_at,Emsy
1430029_a_at,Tspan31
1430030_at,Dubr
1430031_at,Ipmk
1430032_at,Rbm4b
1430033_at,5330431K02Rik
1430034_at,Cct4
1430035_at,Vps50
1430036_at,Mrln
1430037_at,Snx27
1430038_at,Gphn
1430039_at,Cdkal1
1430040_at,Hspa12a
1430041_at,Snrnp35
1430042_at,A930012M21Rik
1430043_at,Ttc19
1430044_at,4930415F15Rik
1430045_at,Tsnax
1430046_at,Otud3
1430047_at,Slf1
1430048_at,Zfp626
1430049_at,Hyal6
1430050_at,Ddx23
1430051_at,4930486L24Rik
1430052_at,C030048H21Rik
1430053_a_at,Ola1
1430054_at,1700030F18Rik
1430055_at,1700080G18Rik
1430056_at,Ubn2
1430057_s_at,Lrrc57
1430058_at,Slbp
1430059_at,Dcaf12
1430060_at,1700034G24Rik
1430061_at,1700105P06Rik
1430062_at,Hhipl1
1430063_at,4930571K23Rik
1430064_at,Ttll11
1430065_at,A930005N03Rik
1430066_at,Fam184a
1430067_at,5430401F13Rik
1430068_at,C030011L09Rik
1430069_at,Cnbd2
1430070_at,1500035N22Rik
1430071_at,Mpc2
1430072_at,Tex35
1430073_at,Kbtbd11
1430074_x_at,Zfp935
1430075_at,Sf3b3
1430076_at,Ccdc116
1430077_at,Srsf11
1430078_a_at,Ogg1
1430079_at,5033406O09Rik
1430080_at,Fcnb
1430081_at,Jade2
1430082_at,Wdr64
1430083_at,2610307P16Rik
1430084_at,Tlcd1
1430085_at,4933412A08Rik
1430086_at,Chrna9
1430087_at,Nkpd1
1430088_at,Zfp619
1430089_at,5830469G19Rik
1430090_at,Ccdc28b
1430091_at,1700001P01Rik
1430092_at,Serac1
1430093_at,4933406P04Rik
1430094_at,Mgat4e
1430095_at,D930020B18Rik
1430096_at,2900017F05Rik
1430098_at,6330409D20Rik
1430099_at,4930509E16Rik
1430100_at,Mrps15
1430101_at,6330406O05Rik///Gabrg3
1430102_at,Rnf148
1430103_at,9030607L20Rik
1430104_at,Rspo2
1430105_at,1700042O10Rik
1430106_at,Trp53tg5
1430107_at,Acbd7
1430108_at,9030622M22Rik
1430109_at,4833412E19Rik
1430110_at,Gje1
1430111_a_at,Bcat1
1430112_at,Wdr66
1430113_at,Sh2d6
1430114_at,Tprg
1430115_at,4833413E03Rik
1430116_at,Cyp4f41-ps
1430117_a_at,Gm38422///Zfp64
1430118_at,2700046A07Rik
1430119_at,Fndc1
1430120_at,4930519G04Rik
1430121_at,1700006E09Rik
1430122_at,9430002A10Rik
1430123_a_at,Akr1a1
1430124_x_at,Akr1a1
1430125_s_at,Pqlc1
1430126_at,2310035C23Rik
1430127_a_at,Ccnd2
1430128_a_at,Reep6
1430129_a_at,Commd8
1430130_at,Vwce
1430131_at,Cr1l
1430132_at,Krt28
1430133_at,Tbc1d8b
1430134_a_at,Yars2
1430135_at,Gm38426///Dnase2a
1430136_at,Grm3
1430137_at,1300002E11Rik
1430138_at,Cd3eap
1430139_at,Hells
1430140_at,1700017N19Rik
1430141_at,Fam13c
1430142_at,Tgm5
1430143_at,4930426D05Rik
1430144_at,Avl9
1430145_at,Lrrc28
1430146_at,4933402N03Rik
1430147_a_at,Taf1d
1430148_at,Rab19
1430149_at,Ndufa3
1430150_at,Dcp2
1430151_at,Nisch
1430152_at,Eps15
1430153_at,Tmod2
1430154_at,Vps13a
1430155_at,4933427E11Rik
1430156_at,4930520O04Rik
1430157_at,1700095J03Rik
1430158_at,3110021A11Rik
1430159_at,5830408C22Rik
1430160_at,Ankib1
1430161_at,Dlst
1430162_at,3830417A13Rik
1430163_at,Rab43
1430164_a_at,Grb10
1430165_at,Stk17b
1430166_at,1700042D18Rik
1430167_a_at,Rwdd3
1430168_at,Cstad
1430169_at,1700007K09Rik
1430170_at,Bbs10
1430171_at,Fibp
1430172_a_at,Cyp4f37///Cyp4f16
1430173_x_at,Cyp4f16
1430174_at,A930010G16Rik
1430175_at,4930588G05Rik
1430176_at,Kbtbd13
1430177_at,Ube2b
1430178_at,2810408A11Rik
1430179_at,4921507G05Rik
1430180_at,Map2k5
1430181_at,H1fnt
1430182_a_at,1700006J14Rik
1430183_at,4833414E09Rik
1430184_at,Zfp597
1430185_at,Akap13
1430186_at,Odam
1430187_at,Zfp60
1430188_at,1700037C18Rik
1430189_at,Nol4
1430190_at,Ccdc30
1430191_at,9130004J05Rik
1430192_at,Casp3
1430193_at,Casc5
1430194_at,Ptx4
1430195_at,2810043O03Rik
1430196_at,8430408J09Rik
1430197_a_at,Pitpnm2
1430198_at,3110009F21Rik
1430199_at,1700007E05Rik
1430200_at,4930579D07Rik
1430201_at,9130017K11Rik
1430202_at,1700108F19Rik
1430203_at,Usp16
1430204_at,5033425G24Rik
1430205_a_at,Cdc37l1
1430206_at,4933407L21Rik
1430207_at,Aknaos
1430208_at,Krt42
1430209_at,Tex36
1430210_at,Pgpep1l
1430211_at,4930415O20Rik
1430212_at,Zfp712
1430213_at,Rcbtb1
1430214_a_at,2610020H08Rik
1430215_at,2610020H08Rik
1430216_at,Zfp292
1430217_at,Lrguk
1430218_at,4933424M12Rik
1430219_at,Aktip
1430220_at,4833420G17Rik
1430221_at,9130008F23Rik
1430222_at,9130007G19Rik
1430223_at,4930442P07Rik
1430224_at,Wfdc3
1430225_at,Exo1
1430226_at,Xlr4c
1430227_at,Actl10
1430228_at,Dtl
1430229_at,Gpr137c
1430230_at,Rcsd1
1430231_a_at,Cep70
1430232_at,4933407E14Rik
1430233_a_at,Slc9b1
1430234_at,Arl14
1430235_at,4933424G06Rik
1430236_s_at,Gsdma2
1430237_at,Cldn22
1430238_at,Got1l1
1430239_at,5430421F17Rik
1430240_a_at,Clgn
1430241_at,Fbxl17
1430242_at,Rwdd1
1430243_at,Prox2
1430244_at,4921509J17Rik
1430246_at,4933406C10Rik
1430247_at,Daam2
1430248_at,4930415O11Rik
1430249_at,4930473A02Rik
1430250_at,Sec24c
1430251_at,D330022H12Rik
1430252_at,3110027N22Rik
1430253_at,2900006B11Rik
1430254_at,4921517D22Rik
1430255_at,Klf5
1430256_at,Fam65c
1430257_at,Card11
1430258_at,Kxd1///Uba52
1430259_at,Tnfrsf11a
1430261_at,1700024J04Rik
1430262_at,5330411J11Rik
1430263_at,Hoxd3os1
1430264_at,2610030P05Rik
1430265_at,Appbp2os
1430266_at,1700003D09Rik
1430267_at,4833422M21Rik
1430268_at,9630005C17Rik
1430269_at,Mybphl
1430270_at,4933411K05Rik
1430271_x_at,Taf1d
1430272_at,Mtg2
1430273_at,2410087M07Rik
1430274_a_at,Stard3nl
1430275_a_at,Aqr
1430276_at,1700003I16Rik
1430277_at,9430034F23Rik
1430278_a_at,Dqx1
1430279_at,3110038A09Rik
1430280_at,1810062G17Rik
1430281_at,Glipr1l1
1430282_at,Tmem242
1430283_s_at,Ppp1r42
1430284_at,1700008P02Rik
1430285_at,Gm14057
1430286_s_at,Gm14057///Ppp1r14c
1430287_s_at,Hemk1
1430288_x_at,Gm5963///Rps21
1430289_a_at,Wdr77
1430290_at,Rps15a-ps6
1430291_at,Dock5
1430292_a_at,Smim8
1430293_a_at,Gm38431///Fdx1l
1430294_at,Ssbp1
1430295_at,Gna13
1430296_at,Krtap31-1
1430297_a_at,Aplf
1430298_at,Ccdc171
1430299_at,Tsc22d4
1430300_at,Sco1
1430301_at,Stxbp5
1430302_at,Cnrip1
1430303_at,Cep83
1430304_at,Wdr76
1430305_at,2500004C02Rik
1430306_a_at,Atp6v1c2
1430307_a_at,Me1
1430309_at,Nipbl
1430310_at,Tspan11
1430311_at,Marcks
1430312_at,Wrb
1430313_at,Adamtsl1
1430314_at,Noxred1
1430315_at,1700010N08Rik
1430316_at,Ispd
1430317_at,Ube2j2
1430318_at,Sat2
1430319_at,4833411C07Rik
1430320_at,Dmd
1430321_at,Krba1
1430322_at,Arl13b
1430323_at,LOC101056186///1700049E17Rik2///1700049E17Rik1///Gm7233
1430324_x_at,LOC101056186///1700049E17Rik2///1700049E17Rik1
1430325_at,AV039307
1430326_s_at,Uqcrq
1430327_at,Adat3
1430328_at,Polr3f
1430329_at,Cgn
1430330_at,Wiz
1430332_a_at,Gusb
1430333_at,Efl1
1430334_at,Zkscan8
1430335_a_at,Pax3
1430336_at,Gucy2g
1430337_at,Dtd2
1430338_at,4122401K19Rik
1430339_at,Efcab11
1430340_at,Lca5
1430341_at,Nudt5
1430342_at,4930518J20Rik
1430343_at,Nup205
1430344_at,Zbtb25
1430345_at,5530402H23Rik
1430346_at,Fam189a1
1430347_at,4930524J08Rik
1430348_at,2900019E01Rik
1430349_at,Zdhhc11
1430350_at,2610035F20Rik
1430351_at,Spata18
